Order ID,Order Timestamp,Customer Name,Product ID,Quantity,Cost,Discount,Final Price
bbcc54c4-caec-4177-9756-f8f775d45b8f,2025-02-23 06:06:05,Christopher Smith,9690784473643,4,250.47,22.05,913.68
61b2d992-f1d4-44f2-aebe-44cede11e863,2025-02-23 19:02:24,Edward French,685361530511,3,494.39,4.55,1469.52
7b040680-bfbc-426a-9f69-34a5edf193c3,2025-02-23 19:50:52,Jeffrey Weaver,1527420549326,9,543.51,111.7,3886.29
2fa7b26c-5682-42ad-871d-a31fa9d4bb3a,2025-02-23 17:09:20,Joel Gray,974993097289,2,898.76,95.35,1606.82
2648770f-3e42-4a8c-b8ed-954307707e0e,2025-02-23 00:13:44,Susan Cole,8637940265422,9,70.17,17.83,471.06000000000006
70089e88-44c5-4f4c-94c7-05a939fbaff2,2025-02-23 02:54:44,Adrienne White,8644925192543,7,962.69,238.76,5067.509999999999
38cc1827-d2e9-4c78-ba41-1bee8975290a,2025-02-23 09:40:59,Hannah Berg,3745299124194,6,717.61,41.84,4054.62
a2f8c947-f4b9-442a-ba87-6ed8c1ba1623,2025-02-23 13:24:31,Mr. Jeffery Lee,2621745961586,10,994.39,292.01,7023.8
cde15c3e-dbd8-4681-a10a-6c4da67eea7c,2025-02-23 16:29:24,Dr. Andrew Scott II,4034471349364,9,508.01,22.07,4373.46
9581c2f1-b4a9-4e0b-9b40-7ea187de9cb5,2025-02-23 17:06:19,Todd Parsons,8059296222926,4,337.71,23.25,1257.84
ab504c94-a2d2-4137-bed6-bb8f387af817,2025-02-23 04:36:28,Gregory Middleton,7190229413187,1,45.41,12.54,32.87
05cc1354-e95e-4a2c-ac3b-5e3972bac244,2025-02-23 11:21:57,Rachel Williams,4796275705967,2,519.56,111.47,816.18
54c0d4f4-2703-4a33-b890-be80ba10eee6,2025-02-23 12:27:30,Terry Boyd,4316117240052,8,479.43,41.22,3505.68
af163e67-b34a-47a0-8a2c-df25b9f85116,2025-02-23 08:07:00,Dr. Stephanie Bird,8707286790879,2,844.13,87.45,1513.36
1ab0dc51-4b0d-4cbd-89e6-c510a6348757,2025-02-23 03:47:11,Wesley Medina,3561595148463,5,261.56,71.94,948.1
c9e93974-5c14-42ca-91b3-d913f44fa63b,2025-02-23 21:15:17,Richard Mitchell,1274846773780,5,269.27,4.32,1324.75
3b9bd6ef-75d1-417b-a519-b44dde93f2fb,2025-02-23 19:12:39,Richard Russo,183667525458,4,821.25,216.57,2418.72
