Order ID,Order Timestamp,Customer Name,Product ID,Quantity,Cost,Discount,Final Price
bdd640fb-0667-4ad1-9c80-317fa3b1799d,2025-02-20 10:00:48,Charles Garcia,1219136193992,1,744.13,54.67,689.46
16419f82-8b9d-4434-a465-e150bd9c66b3,2025-02-20 21:29:57,Allen Robinson,8740164005245,2,679.93,181.99,995.88
8fadc1a6-06cb-4fb3-9a1d-e644815ef6d1,2025-02-20 07:14:22,Meredith Barnes,1065133387267,10,427.7,3.82,4238.8
cf36d58b-4737-4190-96da-1dac72ff5d2a,2025-02-20 00:14:11,Caitlin Henderson,8734714345585,4,510.3,4.06,2024.96
f50bea63-371e-4d7b-a7cd-813047229389,2025-02-20 12:15:18,James Howard,1769367632017,9,425.32,57.32,3312.0
ce9ff57f-43b7-43a6-9a8d-ca03580d7b71,2025-02-20 01:34:55,Kimberly Dudley,9650752735456,1,761.22,36.46,724.76
4b0dbb41-8d52-48f1-942c-3fe860e7a113,2025-02-20 22:53:17,Shannon Ray,1047095214560,6,285.09,18.42,1600.02
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,2025-02-20 08:17:51,Victoria Wyatt,9690784473643,6,111.19,12.67,591.12
47294739-614f-43d7-99db-3ad0ddd1dfb2,2025-02-20 16:30:29,Holly Wood,7703482477102,6,607.69,147.15,2763.2400000000002
b3aa7efe-4458-4885-ab90-99a435a240ae,2025-02-20 23:35:39,Mark Ferguson,8844225831320,8,540.87,157.9,3063.76
6123fdf7-7656-4f72-a9d4-beef3eabedcb,2025-02-20 09:49:42,Margaret Hawkins DDS,9636057662703,2,556.52,138.47,836.1
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-20 08:20:21,Renee Morales,8059296222926,6,581.58,122.93,2751.8999999999996
f16287e4-e9c3-49e0-b602-f8ac10f1bc81,2025-02-20 20:39:01,Emily Rios,5328710122696,4,775.34,229.16,2184.72
a491f0b2-ea1f-4a65-a27a-984d654821d0,2025-02-20 16:42:22,Charles Mcgee,8267734540192,4,867.82,98.96,3075.44
95a76d79-bf3c-4c06-8343-08bc89fa6a68,2025-02-20 15:35:55,Jennifer Robinson,6179640537734,6,171.03,18.23,916.8000000000001
7e570ddf-8270-40a8-a369-b584ff5e9ff0,2025-02-20 03:18:35,Shannon Hernandez,5188888067065,5,704.8,144.53,2801.35
6c12ace8-ae34-4454-8ac5-b68c28f49481,2025-02-20 21:42:52,James Ferrell,3465787133155,10,638.63,102.34,5362.9
8da0365b-f898-47b9-805c-acec877409a9,2025-02-20 00:25:04,Ashley Dyer,6417080531005,3,467.64,37.87,1289.31
a4161293-c4c2-42e3-844e-a7c8c0398710,2025-02-20 12:23:07,Jeffrey Chavez,4786863375245,9,227.42,22.12,1847.7
b83cfe0b-e037-45ed-b8db-0672f42d47cc,2025-02-20 09:35:22,Pamela Romero,5925556258819,1,236.76,2.28,234.48
4c66e0a8-a013-4c6e-9eda-4e161b3dbd5c,2025-02-20 23:15:48,Christina Brooks,9649909133412,7,275.06,17.41,1803.5499999999997
c754108f-f418-4f3f-8a14-be62295b4715,2025-02-20 19:18:34,Linda Burns,1613696816450,6,220.5,33.02,1124.8799999999999
