Order ID,Order Timestamp,Customer Name,Product ID,Quantity,Cost,Discount,Final Price
1668e9f8-820f-4642-8e6c-ebb2f09d07f1,2025-02-22 12:26:26,James Thomas,2816850542359,6,358.27,36.88,1928.34
93622966-5f07-4e07-b0a0-a77dc959dbb9,2025-02-22 13:52:56,Ryan White,6766182512864,1,245.79,6.78,239.01
0377c428-3d51-47fc-ac32-006dda7b9adb,2025-02-22 16:30:01,Desiree Allen,8637940265422,4,418.93,94.58,1297.4
fcbfa2ca-96a8-45bb-b7a7-d1bac6e43494,2025-02-22 04:19:13,James Fitzpatrick,9495888794706,9,572.37,170.16,3619.89
aaee3f08-ff69-4568-8d79-c20f4931bd94,2025-02-22 09:38:24,Lauren Wright,8637940265422,4,814.5,18.72,3183.12
6a5b54e4-f0e2-4a55-a84c-3ab4e5b2df55,2025-02-22 04:14:09,Eugene Parker,4980841241182,8,188.79,2.48,1490.48
73eb0a4e-0e4b-4dbf-8f41-80b1b7e8b0a4,2025-02-22 20:37:41,Matthew Ellis,7468071545166,10,658.66,48.26,6104.0
ae405d26-e84f-42ad-b607-68a01ab01dc1,2025-02-22 00:39:28,Matthew Simon,1351823374984,3,610.06,87.61,1567.3500000000001
d26b6c21-87e4-4dba-b0ad-73fb7ee50afd,2025-02-22 12:58:16,Brenda Martinez,2475107991182,2,85.61,24.1,123.02
72569d7c-8c8a-42f6-bada-092a5e4cdce6,2025-02-22 03:21:48,Kristin Flores,1727889579869,8,708.2,172.82,4283.04
f82e98dc-d0ce-4457-9cdd-0f45358893f1,2025-02-22 23:57:17,Steven Hamilton,9187851910885,4,449.11,40.79,1633.28
75ed76cf-cc29-4582-8167-86fae7e55d10,2025-02-22 09:27:27,Michael Zamora,1274846773780,9,299.76,58.78,2168.8199999999997
7f49d0d9-1cc8-4f38-8c71-aae27f808dbc,2025-02-22 07:03:47,Carla Wong,9980940244553,5,325.67,52.9,1363.85
b1063540-067b-4c70-ad3c-919fd0dcb7a3,2025-02-22 19:15:41,Glenn Harmon,7468723430987,1,353.17,43.53,309.64
71d87c8f-e7a9-4866-b8f9-faed25c85224,2025-02-22 16:51:00,Kenneth Ross,8059296222926,8,286.99,17.53,2155.68
31ea2821-3034-4270-a81f-f52852ec03ca,2025-02-22 17:02:25,Donald Brown,8740164005245,9,238.23,53.02,1666.89
c3608f0d-eccc-430e-8bf0-afdbd3d17709,2025-02-22 22:54:43,Robin Cervantes,1727889579869,2,378.67,92.74,571.86
064b4edc-1019-45bf-8979-7b17eeb3ab22,2025-02-22 13:22:47,Joseph Riggs,8059826204507,1,978.13,204.92,773.21
