Order ID,Order Timestamp,Customer Name,Product ID,Quantity,Cost,Discount,Final Price
5b1db3a4-519e-49c3-8192-3afe422406eb,2025-02-25 15:52:44,Daniel Martinez,8644925192543,8,581.54,150.09,3451.6
893cbf3f-f8fa-4d6f-be39-a68d4dbfc19a,2025-02-25 22:23:33,Randall Lopez,2037788925544,3,471.88,89.67,1146.6299999999999
9318866c-9262-4802-860b-9ba0cd3bfc98,2025-02-25 13:36:11,Susan Morales,4786863375245,6,698.97,196.07,3017.3999999999996
f011494d-3567-4efb-b2f6-94069985b988,2025-02-25 01:53:08,Bob Hamilton,651801704620,4,219.13,44.49,698.56
0aa5c97f-e983-4bdc-9656-7e2f53bff303,2025-02-25 17:32:07,Oscar Nunez,182422535848,9,883.11,179.26,6334.650000000001
b558531a-5e8c-4510-9905-4f4c6f7369a2,2025-02-25 02:22:21,Jeffrey Roth,5304637454997,3,518.23,114.1,1212.3899999999999
a69a2d2c-1caa-40e1-a748-80f2694491f0,2025-02-25 02:19:09,Kelly Washington,607159696643,10,516.98,79.49,4374.9
80a334f3-ce92-422a-b476-71cf0a8157fa,2025-02-25 23:35:51,Jesse Lee,7468723430987,9,775.24,60.05,6436.710000000001
93f1af83-6031-4357-afd4-798b065dd804,2025-02-25 21:53:11,Joseph Jones,6990162720462,10,472.74,98.8,3739.4
70d89e7f-8b93-43cb-a1e0-c11650605589,2025-02-25 18:54:44,Norma Oneal,1845146270486,10,18.47,0.02,184.5
93877d9e-815c-4d94-a28c-821965829636,2025-02-25 08:32:25,Martin Tran,6990162720462,8,591.51,109.22,3858.32
1320b30e-24fe-4f11-9c51-7d190e70bed3,2025-02-25 18:17:38,Frank Lin,2816850542359,5,784.02,73.53,3552.45
be79e014-3095-4f41-af88-ee558f441cd6,2025-02-25 03:53:23,Brittany Ortiz,305486874030,5,870.85,80.91,3949.7000000000003
8bda7855-bac4-4112-b3a2-3a40433e96a0,2025-02-25 12:53:04,Kelsey Fisher,1219136193992,1,457.38,79.79,377.59
8d371af4-ef8c-4797-9cfe-9bab4371191e,2025-02-25 02:28:27,Denise Ali,8549733484340,3,746.38,30.33,2148.1499999999996
8b2a3e99-3de7-4874-9fb7-3554981fd847,2025-02-25 15:34:41,Eric Jones,758181412470,6,291.96,20.34,1629.72
7fe4734a-e78b-4b73-afce-a49ec5512448,2025-02-25 23:21:18,Amber Benton,5925556258819,8,832.04,247.99,4672.4
4e59801c-7515-452c-82a6-2b7240e49188,2025-02-25 19:16:41,George James,7468723430987,7,40.68,9.77,216.37
c92eb317-db9f-4278-8706-e265399c22e9,2025-02-25 01:43:19,Jenna Smith,9314919058658,4,347.47,67.99,1117.92
45afe5b5-4f09-4ebe-bfd0-3eb3a612df32,2025-02-25 22:47:50,Brian Smith,1615280988512,4,921.69,142.6,3116.36
e3ba7bcc-d70d-4e88-a376-989718ee7c3e,2025-02-25 08:03:09,Amy Foster,7383473597745,10,743.36,103.04,6403.200000000001
6ec9b524-604b-44b4-9c18-e6795ffe580c,2025-02-25 02:00:47,Sandra Johnson,8644925192543,10,966.47,105.5,8609.7
d59d0033-0554-4631-9e19-5a385951fab9,2025-02-25 18:37:00,Maria Horton,8267734540192,6,455.94,103.45,2114.94
89af0150-7c15-4f6c-946f-adc06d9e72f0,2025-02-25 20:54:59,Robert Berry,4786863375245,8,336.57,67.25,2154.56
18a1d95a-9569-4427-bfa7-8532f7a55627,2025-02-25 21:54:44,Derek Murray,5239868000258,9,81.32,11.64,627.1200000000001
97f487a6-d7e4-48e6-9123-abaae057e8d9,2025-02-25 01:31:01,Erika Hernandez,7190229413187,4,991.07,201.34,3158.92
c6aac509-c458-4e09-8a6d-fdd1b1a3d474,2025-02-25 20:37:35,Tara Morton,8470076617716,4,66.22,8.8,229.68
06e3592e-1fef-445f-97ad-68cc04adf01b,2025-02-25 05:01:39,Terry Nelson,5188888067065,2,808.31,203.74,1209.14
c4f0333a-c3a3-4738-a8c6-badd123d329f,2025-02-25 11:13:53,Michael Perez,3171390053291,7,102.98,28.46,521.64
d03b7607-1303-477e-99c8-2de414a61d46,2025-02-25 23:01:22,Bianca Wong,758181412470,4,323.14,2.48,1282.64
3c0bba0c-2237-4ea7-ac7a-36b1c30cd0d1,2025-02-25 17:39:24,Willie Frederick,7383473597745,1,497.01,79.71,417.3
f2c8d266-381d-4d22-8864-d1401bebd072,2025-02-25 09:04:39,Terrance Medina,2621745961586,10,165.15,9.45,1557.0
5eb7f9c1-435f-4f98-bf27-c5ed19056870,2025-02-25 05:54:56,Joseph Tate,5719285654314,9,328.33,1.34,2942.91
62c8d49a-4f06-48e6-b510-a3bc03581581,2025-02-25 07:53:45,Nancy White,8707286790879,4,414.71,73.14,1366.28
2745dd4f-a211-436b-83a7-255b7166cd19,2025-02-25 13:16:02,Jamie Nolan,490278742960,3,954.4,95.35,2577.1499999999996
c2aa60cf-69f7-4a13-a487-12478d6e3095,2025-02-25 19:21:01,Matthew Cook,5925556258819,1,730.76,49.15,681.61
0cb3f031-0808-47eb-8a6d-a8818dc5b493,2025-02-25 13:07:06,Laura Bailey,9690784473643,3,930.4,190.74,2218.98
3718acdf-c0f0-49eb-b315-d224e168ed6d,2025-02-25 19:49:25,John Watson,4316117240052,6,203.61,28.01,1053.6
17b006dc-e9b1-4d73-8d9a-5eabe47ad260,2025-02-25 11:25:52,Michael Archer,9649909133412,6,810.77,69.26,4449.0599999999995
5540df98-f8d8-4584-8e04-663fbf0fd59c,2025-02-25 16:31:54,Kristin Williams,1200471138267,3,269.86,55.86,642.0
f77514eb-9ef9-456b-b43f-85e87b1b5179,2025-02-25 09:57:59,Misty Rodriguez,2148951343321,3,968.89,71.41,2692.44
