Order ID,Order Timestamp,Customer Name,Product ID,Quantity,Cost,Discount,Final Price
e7cb95fa-cd86-4944-99ca-bccd31a28b9e,2025-02-24 21:47:43,Elizabeth Harding,8644925192543,9,488.14,141.88,3116.34
4f4f3cf0-aa08-460b-86b8-318e69190d27,2025-02-24 18:09:43,Donald Ward,2037788925544,3,50.62,10.32,120.89999999999999
26a0c38c-af38-41e1-b471-467808a8fbdc,2025-02-24 18:55:47,Peter Leblanc,2475107991182,10,702.3,19.52,6827.799999999999
f2fe17d9-8cf5-455c-bfab-7ef61f769f37,2025-02-24 12:52:03,Amber Payne,4419866524043,5,867.0,20.51,4232.45
50eb67db-7aed-472c-8a33-132fef43e918,2025-02-24 14:40:37,Sabrina Mcmahon,1769367632017,3,812.65,92.29,2161.08
ad7a6a9d-bf46-4acd-868b-3631c00afe35,2025-02-24 12:19:17,Marie Flores,1080132677362,6,541.74,89.96,2710.68
8fe004bb-0062-4acc-9bdf-0e7c02b294be,2025-02-24 23:21:55,Melanie Fisher,607159696643,1,349.48,83.91,265.57
f758d606-cdc0-4ee1-bde8-13849833d2b6,2025-02-24 09:27:58,Jeffrey Chapman,6990162720462,3,661.56,22.12,1918.3200000000002
c59e673f-cfb2-4b54-8809-367e72503b0f,2025-02-24 19:57:14,Jamie Greer,7790104328980,7,42.03,12.54,206.42999999999998
637f5a8a-4bb1-405f-a24d-d10fc92a9444,2025-02-24 12:01:58,Daniel Evans,5239868000258,3,155.27,14.6,422.01
be669b98-46c8-48b0-b153-dbad71b7fff3,2025-02-24 20:54:05,Darryl Cisneros,2037788925544,8,681.34,97.31,4672.24
25dc944b-dc51-4bb0-a4e7-f9e793c0914e,2025-02-24 05:41:15,Tara Jordan,7262849877691,6,714.06,63.47,3903.54
1d4c289b-8082-4b54-ab96-b829e47cfc6c,2025-02-24 22:25:57,Haley White,4739473121726,1,864.91,176.16,688.75
8ca6790d-34ec-46ca-8a48-93977c23ee89,2025-02-24 23:15:31,Mr. Erik Morris Jr.,1952058527727,3,919.35,246.96,2017.17
51ca2ab6-0238-476a-8a2f-d5ea99ac5f8c,2025-02-24 23:03:40,John Walton,8347382997378,8,753.21,65.37,5502.72
dd42a08d-7a6b-4010-9fd3-05b006c38094,2025-02-24 23:21:35,Carla Jones,182422535848,2,824.65,141.58,1366.14
7c9fb615-9666-4830-b310-d0975afbadd8,2025-02-24 16:24:59,Wesley Gray,8844225831320,4,580.81,73.4,2029.64
bdd1d430-c046-4dfe-885a-a6559277cb39,2025-02-24 11:32:40,Lisa Davis,3584168784998,8,805.87,241.23,4517.12
fa1b98ea-7c14-4a94-8c4c-470bc05a2a81,2025-02-24 08:26:28,Jacob Mendez,4980841241182,7,188.0,18.43,1186.99
599e7faa-86f3-42db-875a-2a6ba5426194,2025-02-24 19:04:38,Edwin Adkins,9690784473643,10,382.17,0.32,3818.5
e7355df7-58aa-4c83-ae12-91e5aeda684c,2025-02-24 23:49:57,Jodi Sanchez,8937346706568,1,146.49,16.89,129.6
89042e1b-9cb0-436b-a1ba-3dcbccbefa23,2025-02-24 09:13:02,Deborah Sparks,4678669125172,9,308.19,12.0,2665.71
10846404-63ea-4724-aec5-d07699d657ab,2025-02-24 15:50:34,Justin White,8470076617716,9,908.14,1.62,8158.68
7a0b0693-7a3b-44f3-803f-db3e7a98aaad,2025-02-24 17:35:56,Jeffrey Moore,651801704620,7,521.77,7.58,3599.3300000000004
462facf2-81f1-4c80-b8e6-09a624401bef,2025-02-24 18:45:30,Jacob Orr,4786863375245,1,399.44,4.98,394.46
eade4ee3-db71-4dbd-8913-3db0129cfba2,2025-02-24 22:36:15,Joshua Hart,4316117240052,4,439.63,1.1,1754.12
5f916dda-5505-4b49-b815-4b9384e70033,2025-02-24 17:56:29,Maureen Charles,5328710122696,3,733.62,195.24,1615.1399999999999
2ff9632f-bb00-4c76-a078-1f1f388fa2ed,2025-02-24 21:39:01,Richard Hull,1065133387267,7,273.32,0.66,1908.6200000000001
51d725af-0325-4892-96d5-727852dd2c90,2025-02-24 10:26:12,Brian Hall,6797643815613,10,129.48,33.39,960.9000000000001
48cd4a2d-5d44-4b28-8cef-7ab9527420a1,2025-02-24 01:10:48,Keith Armstrong,1998679807930,1,596.44,176.86,419.58
2f55e5f6-ecf1-43ee-8d8b-f41f46f9cb99,2025-02-24 10:34:29,Scott Stevenson,8932528809570,4,642.7,27.6,2460.4
227dbc8f-fb0d-4db6-9a67-f58d78273568,2025-02-24 06:51:39,Danielle Ware,8740164005245,1,612.23,62.26,549.97
c35422f5-faa0-4764-8657-c1b80e29c12e,2025-02-24 14:47:50,Dale Wiley,6765277584168,4,769.72,106.24,2653.92
5e514265-b6b3-4921-a074-cf5a31db1398,2025-02-24 22:18:05,Emily Meadows,6584044997273,10,472.82,84.75,3880.7
0527a9cf-8aac-4f6c-aba8-e90a95d77211,2025-02-24 20:45:53,Robert Gordon,8937346706568,2,578.73,143.13,871.2
982b555f-1eba-431c-b434-7dd9baf0c07c,2025-02-24 14:41:06,Kelly Castro,4316117240052,1,59.04,12.69,46.35
a2055618-5341-43d2-a113-a3fac38f6afe,2025-02-24 17:08:14,Shannon Thomas,2474517123688,1,141.72,41.11,100.61
